Name,Position,Price,Quality,Service,Space,ZAvg_Score
Tokyo Yukai - Nhà Hàng Nhật Bản,5.8,4.4,4.4,3.6,4.0,4.4
Wen Xing - Ẩm Thực HongKong,7.5,7.0,7.4,7.8,7.8,7.5
Cô Hương - Bún Chả & Cơm Gà,6.8,6.3,6.3,6.7,6.6,6.5
Đô Đô - Tiệm Gà Rán,6.2,6.8,7.4,6.2,5.8,6.5
Chân & Cánh Gà Nướng - Bà Triệu,9.0,8.0,7.0,8.0,6.0,7.6
"Cháo Lòng, Bún Lòng & Bún Thịt Dải - Nguyễn Đổng Chi",8.0,9.0,9.0,7.0,8.0,8.2
Cơm Tấm Mỹ Vị - Trung Kính,7.4,7.3,7.1,7.1,7.1,7.2
Phở Bát Đàn - Duy Tân,6.5,6.3,5.5,6.3,6.0,6.1
S&B Cafeteria,9.0,9.0,9.1,9.2,9.1,9.1
Lẩu Một Người,6.9,8.0,6.8,5.9,4.8,6.4
Bánh Mì Minh Nhật - Thụy Khuê,7.1,6.2,6.6,6.4,6.1,6.5
Burger King - Giảng Võ,6.7,6.0,6.4,6.3,6.4,6.3
"Hải Huy - Bánh Cuốn, Bún Chả & Cơm Rang",7.0,7.0,7.0,7.0,7.0,7.0
Bánh Mì Dân Tổ Hà Nội - Núi Trúc,8.0,7.0,7.0,8.0,7.0,7.4
Bánh Tráng Cuốn Thịt Heo Hoàng Bèo - Hồ Đắc Di,8.5,7.5,8.0,8.0,6.0,7.6
Bún Đậu Việt - Hàng Khay,8.0,7.0,8.0,8.0,7.0,7.6
Cô Liên - Ăn Vặt Việt Hàn,6.7,7.7,7.6,7.4,6.2,7.1
Bánh Tráng Trộn - Khâm Thiên,7.2,8.1,7.5,7.5,6.5,7.3
Bánh Tôm Bà Nga,7.8,8.0,8.3,8.3,7.0,7.9
Bánh Mì Que Đà Nẵng - Xa La,7.0,8.3,8.3,7.3,7.0,7.6
Cơm Phở Hà Khánh - Lý Thường Kiệt,5.0,10.0,10.0,7.0,5.0,7.4
Bún Cá Chấm - Võ Văn Dũng,8.0,8.0,8.0,8.0,7.0,7.8
Phố Biển - Tràng Thi,8.2,6.4,7.5,7.2,7.7,7.4
Phố Biển - Lý Thái Tổ,7.3,5.0,5.3,4.7,7.7,6.0
Alpo - Restaurant & Lounge,8.0,8.0,8.0,8.0,8.0,8.0
Chính Hạnh - Bánh Mì Bít Tết,8.1,7.1,7.6,7.0,6.9,7.3
"Bánh Ngô, Khoai, Chuối - Mai Hắc Đế",6.0,7.0,7.0,7.0,6.0,6.6
Phương Thang - Bánh Cuốn & Phở Chua Truyền Thống Cao Bằng,5.0,10.0,10.0,10.0,5.0,8.0
Bầu Pizza - Thanh Hà,8.0,8.3,8.8,8.3,8.0,8.3
Kim Oanh - Bún Chả,7.4,8.8,7.7,7.6,6.1,7.5
Highlands Coffee - Royal City B2,7.1,6.6,7.1,6.8,7.2,7.0
True Juice - Sinh Tố & Nước Ép Trái Cây - Quỳnh Mai,7.0,7.4,7.0,7.5,6.9,7.2
Bún Ốc - Ngõ Chợ Khâm Thiên,7.0,6.5,8.0,7.5,5.3,6.9
Bánh Khoai & Bánh Ngô - Khương Hạ,6.0,6.0,5.0,3.0,6.0,5.2
Vịt Quay Thu Phú,6.0,7.0,9.0,8.0,6.0,7.2
Cộng Cà Phê - Trúc Bạch,8.2,7.1,7.8,7.9,8.5,7.9
Huyền Linh - Kem & Trà Sữa - Doãn Kế Thiện,6.3,7.0,6.0,6.3,6.0,6.3
Huyền Linh - Kem & Trà Sữa - Mai Dịch,8.0,5.3,5.0,5.0,6.7,6.0
Đà Lạt Quán - Sữa Tươi Trân Châu Đường Đen,6.3,8.6,7.7,7.7,5.2,7.1
Let's Sushi - Trần Huy Liệu,7.0,8.0,6.0,5.0,6.5,6.5
Linh Híp - Nướng Lụi,7.4,6.8,6.9,6.8,6.4,6.8
Lẩu Wang - Vua Buffet Lẩu - Trần Đại Nghĩa,7.9,8.3,7.3,7.5,7.6,7.7
Bún Ngon Atom - Đặng Văn Ngữ,7.0,6.5,6.5,6.3,6.3,6.5
Bánh Tráng Thịt Heo Phú Cường - Nguyên Hồng,7.1,6.3,6.8,6.2,7.2,6.7
Bánh Tráng Trộn Cô Toàn,7.1,7.1,6.6,6.6,6.3,6.7
Cafe Cốt Dừa Cô Hạnh - Ô Chợ Dừa,9.0,8.5,9.0,8.7,8.2,8.7
Bánh Mì Hà Nội - Đặng Văn Ngữ,9.3,9.3,9.6,9.4,9.4,9.4
Chick Garden - Chè Khoai Dẻo - Lê Thanh Nghị,5.7,4.3,5.3,6.0,5.7,5.4
Chè Anh Đẹp Trai,8.1,8.7,8.3,8.4,7.8,8.3
Cơm Gà Sơn La - Thái Hà,7.0,7.5,8.0,7.5,7.5,7.5
Bánh Tráng Trộn - Hà Đông,6.7,7.1,7.6,7.1,5.9,6.9
Cộng Cà Phê - Trích Sài,8.5,7.3,7.1,6.4,7.8,7.4
Hường - Bánh Xèo & Nem Lụi,6.1,6.4,5.5,5.9,5.4,5.8
Cơm Niêu Văn Phòng & Cơm Sinh Viên - Tây Sơn,9.4,9.5,9.5,9.4,9.3,9.4
Lý Tiểu Long - Dừa Dầm Hải Phòng - Nguyễn Xiển,9.0,7.3,6.3,7.3,8.0,7.6
Cơm Chay Âu Lạc - Văn Chương,6.6,8.0,7.6,7.2,5.8,7.0
Pepper Lunch - Aeon Mall Long Biên,7.0,7.0,8.0,7.0,7.0,7.2
Tít Thò Lò - Bún Đậu & Bún Chả - Xa La,7.6,8.0,7.8,8.8,7.6,8.0
Dolpan Sam - Nướng Bàn Đá Hàn Quốc - Artemis Tower,7.1,7.2,6.7,7.0,7.0,7.0
Eden Coffee,8.0,6.4,7.0,7.5,8.7,7.5
Huyền Vi - Sinh Tố & Cà Phê,7.6,7.6,8.1,7.3,6.5,7.4
Kaoya Hotpot - Mì Vịt Quay & Cơm Xá Xíu,8.4,7.5,8.8,8.5,7.5,8.1
Bia Khánh Râu - Lương Ngọc Quyến,7.9,7.8,8.5,8.0,7.5,7.9
Thái BBQ Buffet - Times City,6.4,5.8,5.3,5.7,6.1,5.8
Quán Vịt - Mễ Trì,7.0,9.0,8.0,8.0,9.0,8.2
Lẩu Mặp - Tống Duy Tân,7.3,8.0,8.0,8.0,7.3,7.7
Mì Tươi Wild Taste - Shop Online,6.8,6.8,7.8,7.5,7.5,7.3
Nướng Hàn Quốc - Xã Đàn,6.8,6.8,8.2,7.6,6.6,7.2
Cháo Trai Hồ Tây,6.4,8.1,7.7,7.3,6.8,7.3
iSalad+ - Nguyễn Chí Thanh,6.8,7.0,7.2,7.0,6.1,6.8
Bánh Cuốn & Bún Chả Hoàng Long,7.2,7.7,7.0,7.1,6.4,7.1
Bống Xinh - Bún Chả,7.3,8.7,7.8,7.5,6.5,7.6
"Cô Hạnh - Bún Mọc, Xôi",8.0,7.0,7.0,8.0,7.0,7.4
Savor - Bánh Mì & Trà Sữa - Nguyễn Trãi,6.0,8.0,7.0,7.0,7.0,7.0
Gông Xi Gông Xi - Ẩm Thực Hàn Quốc,8.0,4.0,8.0,6.0,4.0,6.0
Chickin' - Gà Rán Hàn Quốc - Trần Văn Lai,6.0,7.0,7.0,7.0,7.0,6.8
Bún Chả Hàng Mành & Nem Cua Bể - Hoàng Văn Thái,5.8,6.4,5.0,4.4,5.2,5.4
Bánh Mì Lãn Ông - Hàng Bè,9.0,7.5,8.5,9.0,7.5,8.3
Mad Botanist - The Gin Specialist Bar,9.3,9.3,9.7,9.7,9.0,9.4
Kong - Mía Sầu Riêng,8.4,8.9,8.8,8.8,9.2,8.8
Kutto - Hotpot & Drinks,8.0,8.0,7.0,8.0,7.0,7.6
Bánh Mì Gãy - Tiệm Ăn Số 37,9.6,9.6,9.6,9.8,8.4,9.4
Asap - Good Food Is Good Mood - Phương Mai,8.0,6.8,7.3,8.0,8.2,7.7
Luna Steak & Pasta,6.9,8.1,7.7,7.4,6.7,7.4
Cháo Lòng Tiết Canh - Lò Sũ,7.3,7.2,7.8,7.5,5.7,7.1
Món Huế - Nguyễn Chí Thanh,7.6,7.1,7.2,7.0,7.0,7.2
Dũng Huyền - Ngan Ngon Phố Cổ,7.5,7.0,6.5,7.0,7.0,7.0
Nước Mía Đổi Mới 5 Hào - Hàng Mã,8.4,7.1,7.4,7.8,8.1,7.8
Tân Cảng - Buffet Cua & Hải Sản Số 1 Hà Nội,8.0,8.0,8.0,8.0,8.0,8.0
Lẩu Nướng Đường Tàu,7.7,8.0,8.4,8.2,8.3,8.1
Phương Hoa - Bún Thái Hải Sản Tươi Sống - Thành Công,7.3,7.2,7.8,7.5,7.0,7.3
Ăn Vặt Phố Cay,9.1,9.3,9.8,9.6,9.5,9.5
Quán Thanh - Chè & Ăn Vặt,7.0,7.2,7.0,6.4,6.2,6.7
Savor - Bánh Mì & Trà Sữa - Phan Kế Bính,6.3,5.7,5.3,6.3,6.7,6.1
Sentosa - Ẩm Thực Á Âu - Huỳnh Thúc Kháng,8.5,8.0,8.0,8.0,8.5,8.2
Master Tea 美茶 - Đội Cấn,8.4,8.4,7.9,7.6,7.4,7.9
Lẩu Nấm & Mì Vằn Thắn Tân Tân - Đội Cấn,6.6,6.4,5.7,5.1,5.9,5.9
Ông Rồng - Bánh Cuốn Phủ Lý Gia Truyền,10.0,10.0,10.0,10.0,10.0,10.0
Bún Chả Kinh Kỳ - Hoàng Cầu,8.9,8.3,8.9,8.8,9.1,8.8
Le Monde Steak - Phạm Ngọc Thạch,7.6,7.4,7.3,7.7,7.9,7.6
Lẩu Nấm Ashima - Hoàng Đạo Thúy,9.0,8.8,9.4,9.4,9.2,9.1
Papa's Kitchen - Đồ Ăn Hàn Quốc - Hồng Mai,8.0,8.1,8.4,8.2,7.8,8.1
Yến Ốc Quán - Lẩu Các Loại,7.0,7.0,7.0,7.0,7.0,7.0
Nĩa & Dĩa - Salad & Sandwich,8.0,8.0,9.0,8.0,7.0,8.0
Foxy Salad - Shop Online,7.2,6.6,7.9,7.2,6.2,7.0
Super Tiger - Sữa Tươi Trân Châu Đường Đen - Hoàng Cầu,8.5,8.5,7.5,7.5,8.5,8.1
Xôi Ngon U Tuyết,6.2,6.5,5.7,7.7,6.8,6.6
Mì Tay To - Bà Triệu,8.5,7.7,8.5,7.3,7.8,8.0
Luna Bakery - Shop Online,6.0,7.0,7.0,7.0,7.0,6.8
NewDay - Patisserie & Coffee,9.0,8.3,7.7,8.7,6.3,8.0
Nighteen - Buffet Lẩu,7.5,8.2,7.0,7.5,7.4,7.5
Chè Tâm An - Nguyễn Khang,1.0,1.0,1.0,1.0,1.0,1.0
Hadu Sushi - Ẩm Thực Nhật Bản,8.6,8.0,8.0,8.2,8.3,8.2
Paku Paku - Ẩm Thực Nhật Bản,9.0,7.7,6.7,8.0,9.3,8.1
Avalon Coffee,9.3,6.0,7.7,8.3,7.7,7.8
Ô Mai Hồng Lam - Trường Chinh,7.3,7.0,8.0,7.3,7.3,7.4
"Cô Phương Béo - Bánh Mì Chảo, Bánh Mì Sốt Vang",6.5,7.6,7.8,7.0,6.0,7.0
Chim Xinh Quán - Lẩu Cháo Chim & Lẩu Chim Kê Mọc,8.0,8.0,8.0,8.0,7.0,7.8
"Quán Thương Béo - Bánh Bèo, Cháo Canh, Cháo Lươn Nghệ An Hà Tĩnh",7.7,8.3,8.7,8.1,7.1,8.0
Ding Tea - Phạm Ngọc Thạch,7.5,6.8,7.4,7.4,6.5,7.1
Hùng Việt - Nem Nướng Nha Trang,9.0,9.0,9.2,9.0,9.6,9.2
Min Bakery - Bông Lan Trứng Muối Online,10.0,10.0,10.0,9.7,9.3,9.8
Gỏi Sứa Đỏ - Thanh Hà,7.5,7.3,7.2,7.2,5.0,6.8
Bún Chả Trang Huy,5.5,6.3,6.0,5.8,4.8,5.7
Yến Béo - Cháo & Súp Gà,7.3,8.2,8.3,7.7,6.5,7.6
Lil Curry - Tuyệt Đỉnh Cà Ri Cay - Shop Online,7.6,7.6,8.0,7.8,7.6,7.7
Vịt Zozo - Thụy khuê,3.0,3.0,3.0,3.0,3.0,3.0
Bao Wow,7.5,8.2,8.3,7.2,8.5,7.9
Bếp Nhà Báo - Giò Chả & Thực Phẩm An Toàn Online,7.9,8.6,8.7,9.2,8.1,8.5
Bánh Mì One One - Xuân La,7.6,6.6,7.0,7.6,7.0,7.2
Bún Thang - Hàng Hòm,6.5,6.3,6.3,6.3,5.8,6.2
Aha Food - Đồ Âu Văn Phòng - Nguyễn Chí Thanh,7.8,6.7,7.0,7.3,7.6,7.3
Hải Sản Biển Cua - Nguyễn Khang,8.2,7.4,8.0,7.4,8.4,7.9
Quinza - Nhà Hàng Pháp,8.0,9.0,10.0,10.0,10.0,9.4
Cô Hằng - Ốc Ngon Hải Phòng,7.0,6.8,7.4,6.9,7.0,7.0
Hẻm Quán - Chùa Hà,7.7,6.5,7.2,8.3,7.7,7.5
LaJuicy - Nước Ép Nguyên Chất & Sữa Chua Dẻo,9.0,9.0,10.0,10.0,9.0,9.4
Dookki Việt Nam - Lẩu & Buffet Tokpokki - AEON Mall Long Biên,8.0,9.0,10.0,8.0,8.0,8.6
Anh Khoa - Bún Trộn Nam Bộ,8.5,8.0,8.5,8.0,7.0,8.0
Bánh Mì Hương Lan,8.0,8.2,7.6,7.5,7.4,7.7
Ộp Cafe,6.0,10.0,10.0,8.0,6.0,8.0
Tokbokki & Gimbap,7.5,8.0,7.9,7.7,7.0,7.6
Pacifica Buffet - Pan Pacific Hotel Hanoi,7.7,6.5,7.8,7.8,8.0,7.6
Silk Road Chinese Cuisine - Daewoo Hotel,7.9,7.0,7.5,7.9,7.9,7.6
Ming Palace - Ẩm Thực Trung Hoa - Pan Pacific Hotel Hanoi,8.1,5.9,7.7,7.3,8.2,7.5
HaNa - Mì Cay - Văn Quán,7.3,6.7,6.7,6.6,7.3,6.9
Cơm Cháy Chà Bông Tý Chuột - Shop Online - Nguyễn Cao,10.0,10.0,10.0,10.0,10.0,10.0
"Bún, Miến, Bánh Đa Trộn - Nguyễn Trãi",6.8,7.1,6.3,6.6,6.1,6.6
Pizza Coffee - KĐT Việt Hưng,7.0,5.0,8.0,10.0,9.0,7.8
"Bà Liên Gò - Cơm Gà, Phở Bò & Mì Xào",7.9,7.9,8.3,8.3,7.5,8.0
Gà Tần & Bánh Cuốn Nóng - Đặng Văn Ngữ,8.6,8.5,9.0,8.7,7.4,8.4
Xôi Liên - Giảng Võ,7.3,7.7,7.7,8.0,7.3,7.6
Bún Bò Huế Ngự Uyển - Lĩnh Nam,7.1,6.3,6.3,6.3,7.1,6.6
Cơm Gà Kinh Bắc - Đường Láng,8.2,8.8,8.8,9.1,8.1,8.6
Joma Bakery Cafe - Liễu Giai,7.1,5.9,7.4,6.8,6.8,6.8
Bún Đậu Phố - Hoàng Quốc Việt,8.1,8.2,8.8,8.7,8.1,8.4
Đông Giang - Đặc Sản Dê Núi & Gà Đồi - Trung Yên,7.0,6.0,6.6,6.2,6.6,6.5
Bún Chả Sinh Từ - Giảng Võ,6.1,4.9,5.6,5.1,5.1,5.3
Tiệm Bánh Canh Tháng 7,8.0,8.0,9.0,8.0,8.0,8.2
Cơm Gà 365 - Đường Láng,10.0,10.0,10.0,10.0,10.0,10.0
Eatwell - Ngon Khỏe Cả Tuần,8.5,8.6,8.7,8.7,8.2,8.5
Mr.Sandwich - Cơm Gạo Lứt Healthy,8.0,8.0,8.0,8.0,8.0,8.0
Eat Clean - Healthy Food,7.0,6.8,6.7,6.8,6.6,6.8
Gia Linh - Phở Gà,8.0,7.3,8.0,7.7,6.7,7.5
Food Court - AEON Mall Long Biên,7.3,7.8,7.7,7.3,7.3,7.5
Cơm Xá Xíu - Tràng Tiền,6.7,7.6,7.2,6.0,5.7,6.6
Miến Lạnh Kangnam,7.5,7.5,8.0,7.0,6.0,7.2
Happy Brew Coffee,9.0,8.0,9.0,9.0,9.0,8.8
Cơm Tấm Cô Trân,10.0,10.0,10.0,10.0,10.0,10.0
Vanilla - Cake Studio,7.0,7.0,9.0,9.0,7.0,7.8
Gugi Book & Music Cafe,7.3,7.2,7.0,7.0,7.3,7.2
Gemini Coffee - Lê Trọng Tấn,7.8,8.3,8.3,7.8,8.0,8.0
Pizza 4P's - Pizza Kiểu Nhật - Vincom Phạm Ngọc Thạch,5.0,10.0,10.0,10.0,5.0,8.0
Luogo Cafe - Lê Trọng Tấn,7.5,8.5,7.5,7.0,9.0,7.9
Phở Bò Khôi Hói,7.4,7.1,6.9,6.9,6.3,6.9
Buffet Sen - Khu Văn Hoá Ẩm Thực Sen Tây Hồ,7.4,7.1,7.8,7.7,8.2,7.6
Milano Cafe Kenni - Lê Trọng Tấn,7.2,7.7,8.0,7.8,7.2,7.6
Lu Quán - Đại Cồ Việt,9.3,9.3,9.7,9.3,9.2,9.4
Phở Bò & Cơm Rang Nam Định - Chiến Thắng,7.0,7.0,7.0,7.0,7.0,7.0
U Béo - Cháo Sườn & Trà Sữa - Thành Công,8.3,9.2,9.0,8.8,7.8,8.6
Cháo Các Loại & Trứng Ngải Cứu - Trung Tự,8.0,6.0,6.0,7.0,6.0,6.6
Cừu Cừu & Gà Gà - Nướng Hàn Quốc,7.0,8.0,10.0,10.0,8.0,8.6
Nhạc Trịnh Cafe - Trung Kính,7.9,7.2,7.1,7.1,8.1,7.5
Cháo Trai & Trứng Vịt Lộn - Nghĩa Tân,6.7,8.0,8.0,7.3,6.2,7.2
Cô Liên - Chè Đà Nẵng,7.2,7.1,7.4,6.8,6.3,7.0
Kem Xôi Chè Thái Lan - Giảng Võ,6.5,7.0,7.0,6.5,6.5,6.7
Cơm 123 - Kim Mã,7.5,6.1,6.9,6.1,6.6,6.6
Churros Express,8.2,7.6,7.8,9.0,7.8,8.1
Infini Tea - Dịch Vọng Hậu,10.0,9.0,8.0,8.0,9.0,8.8
Highlands Coffee - FC Linh Đàm CT3,7.1,6.8,7.1,6.7,7.2,7.0
Nhà Hàng Solasta,10.0,9.0,9.0,10.0,9.0,9.4
Bánh Cuốn - Thụy Khuê,7.0,8.7,7.6,7.5,6.6,7.5
Bún Đậu Gốc Đa,7.1,5.8,6.7,6.5,6.1,6.5
Ngự Bình - Bún Bò Huế,5.8,7.0,7.2,6.2,6.2,6.5
Mr Shin - Thịt Nướng 5 Cấp Độ,7.0,7.0,6.4,7.0,7.6,7.0
Bánh Tráng Trộn Siêu Ngon - Shop Online - Cửa Bắc,1.0,1.0,1.0,1.0,1.0,1.0
Hiên Coffee - Hai Bà Trưng,8.0,8.0,7.5,8.0,8.5,8.0
Phở Bò Gia Truyền - Phùng Hưng,10.0,5.0,6.0,6.0,8.0,7.0
Bánh Mì Thắng Thanh - Mễ Trì,9.7,9.7,9.8,9.5,9.7,9.7
Chaebon - Kimbap Ngon Số 1 - Thái Thịnh,8.3,8.2,8.3,8.4,8.4,8.3
Chân Gà Sả Ớt HT - Shop Online,10.0,10.0,10.0,10.0,10.0,10.0
Vinh Tẩm Bakery - Chocolate & More - Quán Thánh,7.1,6.6,7.2,7.0,6.3,6.8
Mực 48 Hàng Bồ,7.0,7.5,7.5,7.5,7.0,7.3
Cháo Sườn Huyền Anh - Đồng Xuân,7.2,7.2,8.1,7.1,6.4,7.2
Cafe 17 - Định Công,7.7,7.3,7.0,6.7,7.0,7.1
Bánh Mì Phố Cổ - Hàng Điếu,10.0,10.0,10.0,10.0,10.0,10.0
Bít Tết Ngọc Linh 225,7.1,6.6,7.2,7.3,6.3,6.9
"Cô Ti's Kitchen - Cơm, Salad & Ăn Vặt Online",9.6,9.3,9.3,9.6,9.4,9.4
ILLY Coffee & Restaurant,8.6,5.8,6.6,6.9,8.2,7.2
Bút Cafe - Hoàng Mai,9.5,6.5,8.0,8.5,8.5,8.2
Mẹ Lê - Nem Nướng Nha Trang - Nguyễn Khuyến,10.0,10.0,10.0,10.0,10.0,10.0
Hùng Béo - Phở Bò Xưa,6.0,5.0,4.5,6.0,6.5,5.6
Phở Vi - Hàng Khoai,8.7,7.3,8.3,7.4,7.3,7.8
Ẩm Thực Phố Cổ - Bún Cuốn Tôm & Bia Phố Cổ,8.6,7.8,8.2,7.6,7.4,7.9
Bún Bò Huế Trang Nam - Chùa Bộc,5.5,6.0,5.0,4.5,5.5,5.3
Oanh Ốc - Thái Hà,5.2,5.9,6.1,4.6,4.5,5.3
Limee Tea - KĐT Văn Quán,10.0,10.0,10.0,10.0,10.0,10.0
Trà Chanh Bụi Phố - Nghĩa Tân,8.2,7.8,7.5,8.0,7.7,7.8
Cơm Gà Sơn La - Chiến Thắng,5.4,5.5,5.5,5.8,5.4,5.5
Chè Sài Gòn - Chùa Láng,6.9,7.6,6.7,6.5,6.4,6.8
Gà Lu Quán - Gà Các Món,7.8,8.8,8.8,8.0,7.0,8.1
Marilyn Cafe,8.0,6.3,6.8,7.0,8.0,7.2
Vivienne Restaurant - Wine & Cafe,6.9,5.7,5.0,5.1,7.4,6.0
La Chapelle Ha Noi Restaurant,9.3,8.3,9.0,9.0,9.0,8.9
Bánh Mì Thịt Xiên 93,7.1,8.0,7.0,7.7,6.5,7.3
Ốc Gạo Sài Gòn,8.0,8.0,8.0,8.0,8.0,8.0
Chibo Việt Nam - Okonomiyaki & Teppanyaki - Triệu Việt Vương,8.6,7.1,7.8,7.9,7.5,7.8
Zoom - Nước Mía Trân Châu,7.5,7.5,7.5,8.0,7.5,7.6
Lẩu Gà Hỏa Lò - Âu Cơ,6.0,7.3,7.7,7.0,7.0,7.0
Homey BBQ - Sườn Nướng BBQ Online,7.3,9.3,9.0,9.0,7.0,8.3
Bà Thành - Bún Chả & Bún Hải Sản,7.3,7.5,7.6,8.0,7.5,7.6
Mr Good Tea - Lạc Trung,7.5,7.9,7.5,7.7,7.3,7.6
Tân Trang - Phở Bò Gia Truyền,7.9,8.0,8.6,8.1,8.0,8.1
Bếp Vị Nhà - Shop Online,8.3,8.0,8.0,8.3,8.0,8.1
"Hương Mực - Lẩu Ếch, Bò Nướng",5.6,5.4,5.3,4.7,5.1,5.2
Thanh Hồng - Bún Riêu Cua,6.8,5.3,6.3,6.5,6.5,6.3
Phở Bò Sốt Vang & Bún Các Loại - An Hòa,5.0,5.0,5.0,5.0,5.0,5.0
300taiwan - Bánh Bao & Trà Sữa - Tô Hiệu,8.9,8.0,8.5,8.4,8.3,8.4
Phở Cuốn Anh Hùng - Dương Khuê,9.0,10.0,10.0,10.0,10.0,9.8
The Coffee House - Trung Kính,7.2,6.4,6.9,6.7,7.4,6.9
"No Nê - Cơm, Sinh Tố & Ăn Vặt Online",5.0,1.0,1.0,3.0,3.0,2.6
Wifi 632 - Ốc Các Loại,6.0,7.0,6.0,5.0,4.0,5.6
Cửa Hàng Giò Chả Bà Bính,10.0,10.0,10.0,10.0,10.0,10.0
Phở Cuốn Hương Mai - 27 Ngũ Xã,6.7,6.4,6.1,6.6,6.6,6.5
Phong Ớ - Bò Nướng & Lẩu Ếch,7.0,7.0,7.7,6.4,6.5,6.9
Hùng Béo - Lẩu Cua Đồng - Trần Tử Bình,6.8,7.3,7.6,7.5,7.2,7.3
Pizza Hut - Hà Đông,7.3,6.2,6.9,6.7,6.5,6.7
Chè Sầu Phương Đà Nẵng,8.3,7.7,9.0,9.0,9.0,8.6
Five Star Vietnam - KĐT Sóc Sơn,3.7,5.7,3.0,4.0,2.3,3.7
Laska Singapore - AEON Mall Long Biên,7.3,5.8,6.0,7.3,6.3,6.6
Thanh Vân - Bánh Cuốn & Bún Thang,7.0,5.5,7.2,6.0,6.6,6.5
Minh Châu - Bia Hơi & Đặc Sản Đồng Quê,8.0,8.0,8.0,8.0,8.0,8.0
The Hanoi Social Club,7.6,6.5,7.3,7.4,8.2,7.4
Chợ Tình Sapa - Ẩm Thực Tây Bắc,7.4,6.2,6.2,6.6,7.6,6.8
Muối Cafe - Đường Thành,7.5,6.5,5.0,5.0,5.0,5.8
InterContinental Hanoi Landmark72,8.0,9.0,8.0,8.0,7.0,8.0
Hatoyama - Ẩm Thực Nhật Bản,7.0,7.0,8.0,8.0,8.0,7.6
Bắc Kinh Quán - Times City,9.0,8.0,8.0,8.0,8.0,8.2
Cowboy Jack's Saloon American Dining - Sunrise Building,8.3,7.3,8.2,8.0,8.1,8.0
Mì Vằn Thắn - Trần Quốc Hoàn,6.6,6.0,5.3,6.3,5.7,6.0
Adobi Buffet - Buffet Hải Sản & Lẩu Nướng,7.0,6.8,7.1,7.2,7.6,7.1
Kimono Restaurant - Ẩm thực Nhật Bản,7.9,6.8,7.8,7.4,7.7,7.5
Dookki Việt Nam - Lẩu & Buffet Tokpokki - Vincom Mega Mall Royal City,8.8,7.8,6.8,7.3,7.8,7.7
Linh - Cari Gà & Ăn Vặt Hàn Quốc,6.9,7.4,6.9,6.3,5.3,6.6
Bánh Rán Mặn Ngọt - An Dương,8.1,8.0,8.4,7.6,6.7,7.8
Sumo BBQ - Nhà Hàng Thịt Nướng Nhật Bản - Aeon Mall Hà Đông,10.0,10.0,10.0,10.0,10.0,10.0
Hồng Anh Cuốn - Bánh Tráng Thịt Heo,6.6,8.0,7.5,7.1,7.1,7.3
The Alley - Trà Sữa Đài Loan - Trung Hòa,7.5,5.9,7.1,7.1,7.0,6.9
"Thành Biển - Bún, Miến & Bánh Đa Cua Hải Phòng",4.5,4.0,4.5,5.0,4.5,4.5
Food Box - Gà Rán Giòn,7.0,8.0,7.5,6.5,6.0,7.0
Lão Ngư Chả Cá,7.6,7.2,7.8,7.4,7.1,7.4
"Dương Dương - Lẩu Tokbokki, Mỳ Cay, Trà Chanh & Trà Tắc Online",5.0,1.0,1.0,5.0,5.0,3.4
Bún Trộn - Bún Trộn Nam Bộ - Shop Online,6.8,10.0,10.0,9.2,5.2,8.2
Quán Sơn Khê - Lẩu & Nhậu Các Món,7.0,7.5,8.5,8.0,8.5,7.9
Biển Cua - Các Món Cua & Gà,9.5,9.0,9.5,9.5,9.5,9.4
Luffy Bakery,8.1,8.7,8.6,8.3,8.4,8.4
Trà Chanh - Đào Duy Từ,7.6,7.6,7.5,6.9,6.7,7.2
"Đồ Hàn, Gà Rán & Burger - Bạch Mai",6.6,6.5,6.6,5.8,5.0,6.1
Cô Ngà - Canh Bún Cua,7.2,8.0,8.4,7.9,6.2,7.5
Highlands Coffee - New Horizon,6.7,5.3,5.7,6.7,8.0,6.5
Bún Bò Nam Bộ - Lạc Trung,6.5,6.5,5.5,5.0,6.0,5.9
Cơm Ngon Như Ý - Vũ Trọng Phụng,7.0,8.3,6.3,7.0,7.0,7.1
Nguyễn Văn Dực Lệ Mật - Chuyên Thịt Rắn,6.3,6.7,7.3,7.3,7.3,7.0
Hà Vy - Bún Đậu & Bún Chả,7.0,7.0,6.5,6.7,6.3,6.7
Bánh Tráng Cuốn Thịt Heo Hoàng Bèo - Đội Cấn,5.4,4.6,5.4,4.6,5.2,5.0
Santorini Vibes Cafe,7.9,6.8,6.3,7.0,7.6,7.1
Aha Cafe - Lạc Long Quân,8.0,8.0,7.0,8.0,8.0,7.8
Cô Hiền - Bún Ốc,7.7,6.9,7.0,8.0,6.3,7.2
Royaltea - Xuân Thủy,6.9,5.8,5.6,5.3,5.6,5.8
Phở Phố Cổ & Cơm Văn Phòng,8.0,5.0,7.0,6.0,4.0,6.0
Phở Bò Huy Béo,9.7,9.7,7.3,5.7,7.7,8.0
Bún Dọc Mùng - Đặng Trần Côn,9.0,10.0,10.0,10.0,5.0,8.8
Azumaya 東屋 - Ẩm Thực Nhật Bản,7.3,7.0,7.2,8.1,7.8,7.5
Bánh Mì Minh Minh - Bánh Mì Chảo - Sài Đồng,10.0,10.0,10.0,8.0,8.0,9.2
DWOK - Ẩm Thực Singapore,7.1,7.3,8.5,8.4,7.9,7.8
