Name,Position,Price,Quality,Service,Space,ZAvg_Score
Bánh Mì Ô Long - Hồ Đắc Di,7.3,7.2,6.7,6.7,6.5,6.9
Saigon BBQ Hotpot,7.4,7.8,7.7,7.6,7.6,7.6
XOI FOOD - Xôi Nếp Nương & Cơm Văn Phòng,8.0,7.8,10.0,8.0,8.3,8.4
Ngày Mới - Đồ Nướng Nga,8.5,7.5,7.8,8.3,7.8,8.0
Bếp Bum - Bún Trộn Nam Bộ - Bún Đậu & Cơm Gà - Vĩnh Quỳnh,9.6,9.2,9.8,9.2,9.6,9.5
Hẻm Quán - 68 Hoàng Cầu,8.3,7.8,9.3,9.5,9.3,8.8
Cơm Tấm Cô Kiều Sóc Trăng - Thụy Khuê,6.2,5.9,5.6,5.8,4.8,5.6
Thịt Xiên Nướng & Bánh Mì - Lương Ngọc Quyến,7.5,7.5,7.0,6.8,6.2,7.0
Thịt Xiên Nướng - Văn Quán,7.3,9.0,9.0,7.5,6.8,7.9
"Hùng Hà - Xôi, Cháo & Gà Tần",7.0,8.0,7.0,7.0,6.0,7.0
Thịt Xiên Nướng - Hoa Bằng,8.0,9.0,9.0,8.8,7.6,8.5
Vương Quốc Gà - Gà Các Món,7.7,7.3,7.3,6.0,7.0,7.1
Bánh Tráng Ngọc Đức,8.3,8.0,9.3,8.8,6.0,8.1
Nem Khoai Hoa Béo - Hương Viên,7.2,7.2,6.0,6.2,6.6,6.6
Lẩu Việt - Savico Megamall Long Biên,5.0,4.0,4.0,5.0,5.0,4.6
K-Pub - Korean Grill Pub - Savico Megamall,9.7,9.7,10.0,10.0,9.3,9.7
Lẩu Thái MQ - Savico Megamall,8.0,5.7,6.7,6.7,6.3,6.7
Kichi Kichi Lẩu Băng Chuyền - Savico Long Biên,9.8,9.8,9.8,9.8,9.8,9.8
Chè Sầu Liên - Xã Đàn,6.4,5.7,6.3,5.8,5.6,6.0
Ốc Bự Hải Phòng - Chùa Láng,6.5,8.5,10.0,9.5,8.0,8.5
Chè Miền Tây An Giang,7.8,8.0,7.7,7.0,6.8,7.5
Kem Xôi & Chè Thái Lan,7.2,7.7,7.6,6.9,7.3,7.3
Bánh Rán Bà Cụ - Trần Nhân Tông,9.0,9.0,8.0,8.0,6.0,8.0
G8 Sushi & Sashimi,6.8,6.5,6.8,6.8,6.7,6.7
Tiệm Trà Mèo Ngố,6.0,7.5,7.0,7.0,6.5,6.8
Kodo Cafe - Xã Đàn,7.9,6.7,7.3,7.4,7.6,7.4
Bún Riêu & Bún Bò Nam Bộ,7.5,6.6,6.5,6.5,5.8,6.6
Let's Sushi - Yên Lãng,6.5,7.3,7.2,6.8,6.4,6.8
Domino's Pizza - Giảng Võ,7.9,7.5,7.6,7.2,6.7,7.4
Bò Bít Tết - Nguyễn Ngọc Nại,7.5,9.0,7.5,9.0,6.5,7.9
Cơm Gà Sơn La - Tây Sơn,7.0,7.7,6.8,6.9,7.1,7.1
Quán Chè Cát Thành - Cát Linh,7.6,6.7,6.6,6.6,6.6,6.8
Bánh Xèo Giòn - Nguyễn Viết Xuân,5.0,5.0,5.0,5.0,5.0,5.0
Cháo Trai & Cháo Sườn - Lý Quốc Sư,7.1,7.3,7.5,6.4,6.3,6.9
Gà Rán Kuccu - Đỗ Quang,6.6,6.6,7.4,6.6,6.5,6.8
Cup Of Tea - Nguyễn Đình Thi,8.6,7.3,7.7,8.1,8.6,8.1
Tú Gà - Chân Gà Rang Muối - Trần Khát Chân,9.0,9.0,8.7,9.0,9.0,8.9
Bún Riêu & Cháo Sườn - Vĩnh Hồ,7.0,7.0,8.0,8.0,7.0,7.4
Rau Má Sài Gòn - Triều Khúc,10.0,9.0,10.0,10.0,9.0,9.6
Mộc Lab Cafe,7.6,9.4,9.2,9.2,8.8,8.8
Gà Mạnh Hoạch - Tô Hiệu,8.8,8.5,9.3,8.5,8.5,8.7
Tâm - Cơm Tấm Sườn Bì,8.0,8.0,9.0,8.0,8.0,8.2
Gà Tươi Mạnh Hoạch - 80 Hoàng Văn Thái,6.1,6.6,6.0,5.6,6.4,6.1
Ah Yat Abalone - Ẩm Thực Trung Hoa Cao Cấp,5.9,6.8,7.3,7.2,7.6,7.0
Xinshiqi - Yên Hòa,7.7,7.2,7.6,7.6,7.6,7.5
Jlegu BBQ - Nướng Hàn Quốc,6.2,7.8,7.5,7.4,7.2,7.2
Gogi House - Nướng Hàn Quốc - Huỳnh Thúc Kháng,7.7,7.1,7.5,7.5,7.4,7.4
Thu - Bánh Giò Nóng,7.5,8.0,8.2,8.1,6.7,7.7
Phở Thìn 13 Lò Đúc - Hồ Tây,8.0,8.0,8.0,2.0,8.0,6.8
Atelier Coffee Roaster,8.8,7.8,8.5,8.8,8.8,8.5
King BBQ - Vua Nướng Hàn Quốc - Artemis Tower,7.6,7.1,7.2,7.6,7.5,7.4
Bún Chả Hàng Mành - Dương Đình Nghệ,8.0,8.0,8.0,8.0,8.0,8.0
Bún Ốc Cô Hạnh - Khương Thượng,7.5,8.5,9.0,8.5,8.2,8.3
Cowboy Jack's Saloon American Dining - Mipec Tower,7.7,6.6,7.7,7.3,7.9,7.5
Lẩu Riêu 72 - Ngụy Như Kon Tum,4.6,4.2,4.1,3.3,3.6,4.0
Bánh Giò Hồ Tây,6.9,6.8,6.7,6.2,5.8,6.5
Bánh Mì V+ - Minh Khai,7.6,8.0,7.8,7.8,6.7,7.6
TOUS Les JOURS - Hoàng Đạo Thúy,7.5,6.3,6.0,6.3,7.3,6.7
Miến & Bánh Đa Hải Phòng - Nghĩa Tân,8.0,8.0,7.0,8.0,8.0,7.8
Xôi Nóng Anh Tùng,6.1,4.7,6.4,5.7,5.5,5.7
Lucky Fastfood & Coffee,4.9,3.9,3.1,2.3,4.9,3.8
Aura Coffee - Phó Đức Chính,7.9,7.3,7.3,8.1,8.2,7.8
Hạt Dẻ Cười Fastfood & Drink,7.3,8.2,7.8,7.7,7.0,7.6
Quán Kẻ Cót - Bánh Mì Que Tư Hải & Đồ Ăn Vặt,5.3,8.7,8.3,8.7,9.3,8.1
Bảo Anh - Ship Đồ Ăn Đêm Online,4.5,5.5,5.5,5.5,4.0,5.0
Kinh Đô Cafe - Hàng Bông,6.9,7.8,7.8,6.8,6.5,7.2
Hồng Hạnh - Bánh Cuốn Thịt & Tôm Thịt,8.0,8.8,9.0,8.8,6.8,8.3
Bò Nầm Nướng - Hàng Than,8.0,7.8,7.3,7.0,6.8,7.4
Trang Trí - Hoa Quả Dầm & Bánh Crepe Sầu Riêng,5.7,4.7,3.0,4.3,4.7,4.5
Bà Nhung Béo - Lòng Sạch Online,6.4,7.2,7.2,7.7,5.4,6.8
Yakimono - Nướng Nhật Bản - Nguyên Hồng,7.0,6.9,6.6,6.3,6.5,6.6
Phan - Lẩu Các Món - Triều Khúc,7.0,7.0,6.6,6.5,6.7,6.8
Yakimono - Nướng Nhật Bản - Trần Thái Tông,6.6,6.5,6.1,6.2,6.4,6.3
An Viên - Ẩm Thực Việt Nam - Nhà Hỏa,7.0,7.4,7.7,5.9,6.6,6.9
"Thụy Tâm - Bún Móng, Thịt, Sườn & Bún Đuôi",6.1,5.5,6.0,5.8,4.9,5.7
Cháo & Mì Tim - Hàng Giấy,7.4,7.1,6.6,6.1,5.6,6.6
Royal Tea - 66 Thụy Khuê,8.3,7.9,8.2,8.0,8.4,8.2
Bún Sườn Mọc - Bạch Mai,7.0,7.3,7.4,7.1,6.5,7.1
Bà Ngoại Quán - Mì Trộn Indomie,6.3,6.5,5.5,6.5,6.3,6.2
Chilly Station - Coffee & Cocktail,8.0,10.0,10.0,9.0,10.0,9.4
The Coffee House - Nguyễn Tuân,7.5,6.5,4.5,4.5,6.5,5.9
Mymycakes - Bánh Ngọt Homemade Online,5.3,5.5,5.5,5.5,5.3,5.4
Phở Nam - Phương Mai,8.0,7.5,9.0,8.0,8.0,8.1
Xắn Cakery - Tiệm Bánh Ngọt,7.4,8.0,9.0,8.8,7.8,8.2
Mì Vằn Thắn - Ngọc Lâm,10.0,10.0,10.0,10.0,10.0,10.0
Bếp Nhà Tễu - Ẩm Thực Việt Nam,6.2,6.8,7.8,7.5,8.2,7.3
Tiệm Trà Chanh Troll - Ngã Tư Sở,1.0,1.0,1.0,1.0,1.0,1.0
KingRoti - Kim Mã,7.2,7.6,7.8,6.8,6.2,7.1
Royaltea - Nguyễn Tuân,8.0,8.1,8.0,8.0,7.4,7.9
Ngon Buffet,8.7,8.6,8.3,8.3,8.1,8.4
Lâm Cafe - 91 Nguyễn Hữu Huân,7.8,6.5,7.3,7.3,7.0,7.2
Brickhouse Bar & Restaurant,7.3,6.4,7.6,7.3,8.2,7.4
Suchef BBQ - Trúc Khê,6.8,6.9,6.5,6.2,6.1,6.5
Paris Gâteaux - Vũ Phạm Hàm,8.0,6.8,7.2,7.7,9.0,7.7
Đức Anh - Lẩu Nướng Ối Zời Ôi,7.0,8.0,7.5,7.0,7.5,7.4
Hầm Lã Vọng - Nguyễn Thị Thập,7.0,6.0,7.0,9.5,10.0,7.9
Trà Sữa Tocotoco - Ngô Xuân Quảng,7.3,5.0,5.7,6.7,7.3,6.4
Kiều Hương Viên - Bún Qua Cầu,8.8,9.0,9.0,9.1,8.5,8.9
Zen Sheep Tea,7.3,6.7,6.7,7.3,7.4,7.1
Quang Trường - Phở Bò,8.0,9.0,9.0,8.0,5.0,7.8
Nhất Hà - Cơm Rang Hải Sản,4.5,3.5,4.0,4.0,4.0,4.0
Lộc Ếch,7.7,7.7,7.6,7.8,6.9,7.5
Ding Tea - Hồ Đắc Di,7.7,7.4,7.7,7.6,7.4,7.6
Jacky - Vịt Quay Bắc Kinh - Bạch Mai,7.8,7.2,7.1,7.8,7.3,7.4
GoGi House - Nướng Hàn Quốc - Mipec Tower,7.8,7.0,7.8,7.5,7.5,7.5
"Chops - Hops, Wheat & Meat - Phạm Huy Thông",8.1,6.9,8.5,8.3,8.1,8.0
Nhà Hàng Gà Mạnh Hoạch - Hoàng Như Tiếp,7.1,7.8,8.0,7.8,7.9,7.7
Chân Gà Đăng Khoa - Shop Online,4.5,5.0,5.5,5.5,5.0,5.1
Lẩu Ghẹ - Trần Cung,5.0,9.7,8.7,8.0,4.0,7.1
Sii Coffee - Tây Sơn,7.0,7.0,7.5,7.0,7.0,7.1
Funny Monkey - Chè & Mẹt Ăn Vặt - Đội Cấn,7.1,6.2,6.1,6.7,6.3,6.5
668 BBQ & Hotpot - Lê Văn Lương,7.3,8.5,8.8,8.0,7.8,8.1
King BBQ - Vua Nướng Hàn Quốc - Nguyễn Văn Cừ,6.0,5.2,5.5,4.7,6.3,5.5
Cafe Ông Bầu - Đào Tấn,8.0,8.0,8.0,7.0,7.0,7.6
Bún Ốc & Bún Riêu Bò,7.0,7.0,7.0,8.0,7.0,7.2
Cự Lộc Quán - Bún Đậu Online,9.7,9.6,9.7,9.6,9.6,9.6
Vui Studio - Working Space,7.7,6.9,7.4,7.4,8.3,7.6
Gogi House - Nướng Hàn Quốc - Tân Mai,8.5,7.6,8.7,8.0,8.5,8.2
Quán Chíp Bông - Lẩu Ếch,6.5,6.8,7.8,6.5,5.5,6.6
Phở Học,7.5,6.5,8.5,7.0,5.5,7.0
Tteok & Kim - Đồ Ăn Hàn Quốc,7.3,8.1,7.8,7.5,6.8,7.5
KOMBO - Cơm Niêu Singapore - Vương Thừa Vũ,5.4,5.5,5.1,5.3,5.4,5.3
Trà Sữa Yo Tea - Royal City,6.4,4.2,3.3,5.1,6.2,5.0
DonCook - Grill & BBQ,8.0,7.3,8.8,8.7,8.7,8.3
Bún Đậu Mẹt Quán - Phùng Chí Kiên,7.7,8.0,7.9,7.9,7.4,7.8
Nướng Than Hoa Hà Nội,8.2,8.8,8.9,8.7,7.9,8.5
The Pizza Company - Aeon Mall Hà Đông,10.0,9.0,10.0,10.0,10.0,9.8
Lẩu Cua Sông Trúc Viên - KĐT Mễ Trì Hạ,6.2,8.6,8.4,8.4,6.8,7.7
Mì Trộn Indomi Anh Tú - Shop Online,7.3,8.5,9.1,8.3,7.3,8.1
Quán Phở Thịnh,7.0,6.2,6.7,6.1,6.4,6.5
Dalcheeni - Xuân Diệu,7.5,7.0,8.0,6.5,8.0,7.4
King BBQ - Vua Nướng Hàn Quốc - Royal City,7.0,6.4,7.5,7.1,7.3,7.1
Manwah Taiwanese Hotpot - Lotte Liễu Giai,8.3,7.2,8.3,7.9,8.0,7.9
Kowloon - Buffet Dimsum & Lẩu Hồng Kông,7.2,6.2,5.7,6.4,6.5,6.4
Trẻ Trâu Pizza,10.0,10.0,10.0,10.0,10.0,10.0
Lẩu Hội Quán - Times City,4.4,4.1,3.3,3.7,4.3,3.9
Pi Pizza - Shop Online,9.0,10.0,10.0,10.0,6.5,9.1
Dừa Dầm Hải Phòng - Hồ Tùng Mậu - Shop Online,5.0,1.0,2.7,2.7,5.0,3.3
Bún Riêu & Bún Cá - Vũ Thạnh,6.0,7.0,6.5,7.5,6.5,6.7
"Cô Quỳnh - Chè Các Loại, Sữa Chua Đánh Đá",7.4,7.3,7.6,7.1,6.8,7.2
"Chè Bốn Mùa - Chè, Cháo & Đồ Ăn Vặt",10.0,10.0,10.0,10.0,9.0,9.8
King BBQ - Vua Nướng Hàn Quốc - Hồ Gươm Plaza,6.8,6.6,7.3,7.2,7.0,7.0
Rice Now - Food & Drink,10.0,10.0,10.0,10.0,8.0,9.6
Lotteria - Núi Trúc,7.9,6.9,6.8,6.6,7.3,7.1
Bánh Sắn Nướng - Đại Học Y,7.7,7.7,7.7,7.3,7.0,7.5
Oanh Hòe Nhai - Bánh Đúc Nóng & Chè Sắn,7.5,8.5,8.5,8.0,6.0,7.7
Lermalermer - Yên Thế,7.8,7.4,8.0,7.9,8.1,7.8
Bà Thìn - Xôi Chè & Bánh Trôi,6.9,7.2,7.7,6.7,6.4,7.0
Tầm Vị - Cơm Việt Nam,9.0,7.7,8.5,8.5,9.3,8.6
Nem Nướng Hoa Giấy - Chánh Hiệu Đặng Văn Quyên Nha Trang,7.8,7.7,8.2,8.3,7.9,8.0
Minh Bùm - Chân Gà Rang Muối,7.3,7.5,8.5,8.0,7.8,7.8
Làng Tôi - Ẩm Thực Việt,6.0,5.0,5.0,7.0,5.0,5.6
Cửu Ngư Lầu - Âu Cơ,7.8,6.5,8.3,9.3,9.3,8.2
Cơm Gà Sơn La - Đội Cấn,5.0,10.0,9.0,6.0,7.0,7.4
Isushi Thái Hà - Nhà Hàng Buffet Nhật Bản,9.2,8.8,9.3,9.2,9.1,9.1
Anh Bảo - Vịt Quay Kinh Bắc,6.6,7.4,6.4,7.2,7.8,7.1
Tiệm Bánh SOLE - Nguyễn Sơn,7.8,7.3,8.5,8.3,7.3,7.8
Là Việt Coffee - Hàng Bún,7.0,7.0,8.0,7.0,8.0,7.4
Bác Dung - Bún & Phở Các Loại,5.0,10.0,10.0,10.0,3.0,7.6
Món Ngon Phủ Lý - Bánh Cuốn & Bánh Đa,8.2,8.7,9.0,8.8,8.5,8.6
Thủy - Bún Ốc Thịt Bò,7.0,6.6,7.6,7.3,6.7,7.1
Gà Rán Kutkit - Dốc Đa Tốn,8.0,9.0,9.0,9.0,8.0,8.6
Bếp Của Vụn - Bánh Bông Lan Trứng Muối Online,7.9,8.7,8.9,8.8,7.2,8.3
Ghiền 3 Miền - Nem Lụi - Nguyễn Văn Lộc,7.8,7.1,6.4,7.5,6.9,7.1
Bún Đậu Mẹt - Nguyễn Trung Trực,8.0,9.3,9.7,10.0,9.3,9.3
Royaltea - Trích Sài,6.8,5.4,6.6,6.8,7.0,6.5
Isushi Hoàng Đạo Thúy - Nhà Hàng Buffet Nhật Bản,8.8,8.3,8.8,8.3,9.0,8.6
Koh Yam - Thai Kitchen & Dessert - Aeon Mall Hà Đông,2.0,6.0,6.0,1.0,6.0,4.2
King Roti - Phạm Ngọc Thạch,10.0,10.0,10.0,10.0,5.0,9.0
Bánh Tôm Bà Lộc - Phạm Ngọc Thạch,7.5,6.9,7.0,7.4,6.8,7.1
Bánh Mì - Kim Mã Thượng,8.5,9.3,9.3,8.5,7.8,8.7
Bánh Mì Ngố - Thái Phiên,7.3,6.7,6.9,6.4,6.1,6.7
"Bếp Nhà Gừng - Đồ Ăn Keto, Das & Lowcarb - Shop Online",10.0,10.0,10.0,10.0,10.0,10.0
The Gourmet Corner - Hanoi La Siesta Diamond Hotel,8.9,8.1,8.9,9.1,9.2,8.8
Long Dung - Bún Miến Ngan,8.2,8.1,7.6,6.9,6.7,7.5
Banana - Coffee & Nước Ép Trái Cây,8.0,5.0,10.0,10.0,9.0,8.4
Quata - Lẩu Một Người,7.5,7.5,7.5,7.8,8.8,7.8
Bún Mọc - Hàng Lược,7.6,7.8,7.8,7.3,6.3,7.4
Cô Út - Bún Hải Sản Quảng Ninh,8.3,9.0,8.8,8.3,7.2,8.3
Cơm Tấm Chất,8.0,7.9,8.3,8.5,7.9,8.1
Bún Bò Gánh - Tăng Bạt Hổ,10.0,10.0,10.0,10.0,5.0,9.0
Chợ Quê - Hoàng Ngân,7.0,8.0,9.0,9.0,8.0,8.2
Như Quỳnh - Bánh Rán Gia Truyền,1.0,1.0,1.0,1.0,1.0,1.0
Trung Nguyên Coffee - Trần Xuân Soạn,8.2,6.1,7.4,7.2,8.1,7.4
Châu Pha Quán - Bánh Tráng,6.7,7.7,7.8,7.8,7.3,7.4
Lươn Nghệ An - Phạm Ngọc Thạch,6.5,7.5,9.0,8.5,6.5,7.6
Hậu Béo - Đặc Sản Gà - Yên Phụ,7.0,7.5,8.3,7.1,7.3,7.4
YamYam KFood - Đồ Ăn Hàn Quốc - Tạ Quang Bửu,5.0,2.0,1.0,5.0,5.0,3.6
Bánh Mì Tuấn Mai,6.7,6.3,6.7,5.5,5.6,6.2
Trà Sữa Royaltea - Thụy Phương,5.0,9.0,1.0,9.0,5.0,5.8
Tiệm Bánh Bé Cừu,3.5,4.0,5.5,5.5,4.0,4.5
Crepes Box - Fastfood & Drinks - Nguyên Hồng,8.5,9.0,8.5,8.5,8.5,8.6
Mama Chocolates - Nguyễn Đình Hoàn,6.6,6.5,7.3,7.5,6.7,6.9
Bánh Xèo Nam Bộ Phước,9.0,3.5,5.5,4.5,6.5,5.8
Highlands Coffee - 115 Quán Thánh,7.8,6.8,5.8,6.5,7.3,6.9
Rau Má Pha - Ô Chợ Dừa,7.0,7.0,8.0,7.0,7.0,7.2
Tây Thi - Bún Cá,6.9,8.1,8.6,7.5,7.0,7.6
Ông Già Chả Cá,7.9,7.9,8.2,8.2,8.1,8.1
La Mensa,8.0,7.5,7.8,8.0,9.0,8.1
Xôi Vân - KCN Hoàng Mai,6.9,6.7,7.4,8.0,5.9,7.0
Bún Gia Truyền Phố Cổ - Duy Tân,7.0,6.5,7.0,6.5,6.0,6.6
Chè Sầu - Quán Thánh,7.3,7.7,8.7,8.0,7.3,7.8
SingResto - Cháo Ếch Singapore - Phố Huế,7.8,7.7,8.0,7.3,7.5,7.7
Đức Việt Food Shop - Ăn Vặt Hàn Quốc,7.0,9.0,8.0,9.0,8.0,8.2
Mì Gia Tiến Đạt,7.9,7.4,8.2,7.7,6.9,7.6
Mỳ Vằn Thắn - Ngã Tư Hàng Bồ - Hàng Cân,6.9,7.6,7.7,7.6,6.0,7.1
Fruity Fact - Lê Văn Lương,8.4,7.2,8.2,7.8,7.4,7.8
Cây Sưa Cafe,7.8,6.0,6.2,6.6,6.6,6.6
Fresh Garden Bakery - Trần Duy Hưng,7.6,7.8,8.0,7.4,7.8,7.7
Fresh Garden Bakery & Cafe - Bảo Tàng Dân Tộc Học,7.8,6.1,6.5,6.4,8.3,7.0
Queen Cafe - Hoàng Minh Giám,7.0,8.0,8.0,7.0,7.0,7.4
Phở 62 - Lê Trọng Tấn,8.5,7.5,9.0,9.0,8.5,8.5
Bề Bề Quán - Bún Hải Sản,6.0,7.0,9.0,9.0,9.0,8.0
Xôi Chè Trần Hưng Đạo,7.8,7.8,8.2,7.3,6.7,7.6
Mr.Tokbokki - Food & Drink,7.2,7.1,6.9,7.3,6.5,7.0
Chick Garden - Chè Khoai Dẻo - Nguyễn Tuân,8.3,7.0,8.0,8.5,8.3,8.0
Tadifar - Lẩu Hải Sản - Đường Láng,7.4,7.6,7.5,7.4,7.5,7.5
Starbucks Coffee - Nhà Thờ,8.6,6.8,7.9,7.7,8.2,7.8
Trâu Ngon Quán - Hoàng Đạo Thúy,7.6,7.6,7.6,7.5,7.7,7.6
Chíp Chíp Quán - Phan Đình Giót,6.0,8.0,7.0,7.0,6.0,6.8
"Cô Hà - Phở Bò, Cơm Bình Dân",10.0,9.0,10.0,9.0,8.0,9.2
Cường Thịnh - Vua Gà Tươi,8.3,7.4,8.0,7.5,7.9,7.8
Nam Gà - Lẩu Cua Sườn Sụn,7.4,8.0,7.4,7.0,6.6,7.3
KOMBO - Cơm Niêu Singapore - Lạc Trung,7.4,6.2,6.6,7.1,7.0,6.9
Popcorn Chicken - Korean Fried Chicken & Beer,8.4,9.0,8.4,9.4,8.4,8.7
Shabu Shabu On-Yasai - Nhà Hàng Nhật Bản - Discovery Complex,7.5,7.9,7.5,8.2,8.0,7.8
Lẩu Fa,6.0,7.0,4.7,5.3,3.3,5.3
Lẩu Hấp Fresh,7.8,7.5,7.5,8.0,8.0,7.8
Buca - Food & Drinks,6.0,6.0,5.0,4.0,5.0,5.2
Chè Đà Nẵng,6.5,6.4,5.5,6.1,6.0,6.1
Isushi Nguyễn Chí Thanh - Nhà Hàng Buffet Nhật Bản,8.2,7.3,8.2,7.8,8.0,7.9
Bún Đậu Mắm Tôm - Chiến Thắng,7.4,8.2,8.1,7.3,6.7,7.6
Fukurai - Ẩm Thực Nhật Bản,8.9,9.0,9.4,9.3,9.6,9.2
Thu - Bún Đỏ Buôn Mê,10.0,9.0,10.0,10.0,10.0,9.8
Cơm Rang & Mì Xào - Láng Hạ,6.0,6.8,6.8,6.8,5.3,6.3
Kem Tràng Tiền - Artemis Tower,8.0,8.5,7.5,7.5,7.5,7.8
Mẹt Quán - Chùa Láng,7.4,7.0,7.2,7.5,6.8,7.2
Cháo Cô Thục - Chân Cầm,8.0,9.0,9.0,9.0,8.0,8.6
Minh Khánh - Vịt Cỏ Vân Đình,8.0,8.0,8.2,7.2,7.4,7.8
Cafe Thảo Fê - Phạm Ngọc Thạch,6.0,7.0,6.5,7.0,6.0,6.5
Chin Chin - Món Ngon Số Dzách - Shop Online,9.0,9.1,9.1,8.5,8.2,8.8
Lan Anh - Bún Gà & Bún Mọc,6.3,7.3,7.7,7.3,5.8,6.9
Highlands Coffee - Làng Việt Kiều,5.0,5.0,5.0,1.0,5.0,4.2
Ding Tea - Nguyễn Thái Học,5.0,1.0,1.0,1.0,5.0,2.6
Cháo Sườn Bà Liên,7.8,7.9,8.6,8.4,7.0,7.9
Cơm Gà Mochi - Phan Đình Giót,10.0,10.0,10.0,10.0,6.0,9.2
Chén Cả Thế Giới - Các Món Ăn Vặt - ĐH Hà Nội,7.0,7.5,6.8,7.5,7.3,7.2
Tắt Đèn Club - Cafe Nhạc Sống,8.0,8.0,8.0,8.0,8.0,8.0
Cafe Xanh - Tả Thanh Oai,9.0,9.0,9.0,8.0,8.0,8.6
Cafe Đó - Hát Cho Nhau Nghe,8.0,7.0,8.0,8.0,8.0,7.8
Somethingsweet - Xưởng Bánh Ngọt Online,8.0,10.0,10.0,9.0,9.0,9.2
Bánh Mì V+ - Đội Cấn,7.4,7.2,7.0,6.2,5.9,6.8
The Alley - Trà Sữa Đài Loan - Hàng Bài,2.8,2.3,2.6,2.5,2.5,2.5
Hương - Mì Thái Trộn & Phở Trộn,9.0,9.0,9.0,9.0,9.0,9.0
Dương Mập Quán - Đồ Ăn Vặt & Hoa Quả Dầm,5.6,6.3,6.6,5.7,6.3,6.1
Nhà Hàng Tre Việt,7.8,7.0,6.8,7.5,8.0,7.4
Chè Thái Lan & Chè Sài Gòn - Đội Cấn,5.9,6.5,6.3,5.3,4.8,5.8
Bún Riêu Sườn Sụn - Nguyễn Du,7.4,7.0,7.8,7.2,6.5,7.2
Occhi - Chè Thái Lan,4.8,5.4,4.9,5.3,4.8,5.0
Quán Chay Liên Hương,8.3,8.0,8.0,9.3,7.3,8.2
Bánh Su Kem Singapore Chewy Junior - Trung Hòa,8.0,7.0,8.5,8.5,8.5,8.1
Xuân Mai - Cháo & Miến Lươn - Hàng Chiếu,7.5,7.0,7.0,6.5,7.0,7.0
Gà Rán Popeyes - Times City,6.0,5.8,5.9,5.3,6.3,5.9
Highlands Coffee - Ecolife,7.0,7.0,7.0,7.0,7.0,7.0
Bún Chả Nem - Cửa Đông,7.1,6.3,6.9,6.3,6.3,6.6
Nhà Hàng Nhật Bản Hana,7.5,7.4,8.1,7.9,7.6,7.7
Trương Minh Trang - Tiệm Bánh Online,10.0,10.0,10.0,10.0,10.0,10.0
"Bún, Miến & Bánh Đa Cua Trộn - Trần Duy Hưng",7.0,7.0,7.0,8.0,6.0,7.0
Quán 16 - Bún Cá & Bánh Đa Cua - Tô Hiệu,9.0,8.0,9.0,9.0,9.0,8.8
Bánh Đa Cua Đất Cảng - Trần Tử Bình,7.7,6.7,6.0,5.3,6.3,6.4
Bánh Tiramisu - Shop Online,8.3,8.8,8.6,8.6,7.3,8.3
Savor - Bánh Mì & Trà Sữa - Nguyễn Chánh,6.4,6.2,4.4,5.2,6.4,5.7
Gemini Coffee - Nguyễn Khang,7.8,7.0,6.3,6.5,8.4,7.2
Lotteria - Hồ Tây,7.9,6.5,6.2,5.5,6.9,6.6
Bánh Cuốn Gia An - Lò Đúc,7.5,4.8,5.7,6.3,7.7,6.4
Kem Dừa Nam Định - Shop Online,6.0,5.0,7.0,7.0,7.0,6.4
Mì Gà Tần - 23 Hàng Bồ,6.9,6.7,6.9,7.2,6.3,6.8
Bún Bò Huế Ngự Uyển - Phố Vọng,8.3,9.3,8.7,7.3,7.7,8.3
Nam Anh - Sủi Cảo & Mì Vằn Thắn Gia Truyền,7.5,6.9,7.5,6.8,6.4,7.0
Yummi Yummi - Dimsum & Bánh Bao Bán Online,6.9,7.1,7.4,7.4,6.6,7.1
Bún Ốc Tóp Mỡ Cô Lý,6.9,7.4,8.4,7.1,6.6,7.3
Chicken Now - Cơm Gà Singapore,8.1,8.6,8.7,8.0,7.9,8.3
Chè Tốp Hà Nội - Nguyễn Xiển,10.0,10.0,10.0,10.0,10.0,10.0
Món Ngon Phố Cổ - Shop Online,10.0,10.0,10.0,9.5,9.0,9.7
Cơm Ngon Văn Phòng - Láng Hạ,6.8,5.6,6.2,6.4,6.4,6.3
Bánh Cuốn Thịt Nướng - Giáp Nhất,8.3,8.8,7.9,8.6,8.6,8.4
Dũng Hòa - Bún Ốc & Bún Riêu,5.4,5.5,5.7,5.3,6.1,5.6
Bún Riêu Cá Trường Sa - Trần Hữu Tước,8.8,9.2,8.3,8.7,7.5,8.5
Bà Hương - Bún Ốc & Bún Riêu Cua,5.0,10.0,10.0,10.0,10.0,9.0
Nem Chua Rán Chị Hạnh,7.2,7.9,7.3,7.1,6.7,7.2
Dương Hoa - Kem Caramen,7.6,7.9,8.1,7.5,6.6,7.5
Highlands Coffee - Eurowindow,7.7,6.9,7.4,7.2,7.6,7.3
"Bếp Cô Xuyến - Cơm, Ăn Vặt & Đồ Hàn Online",4.0,4.0,4.0,4.0,4.0,4.0
Chú Long - Bánh Mì Nem Khoai,5.3,6.5,6.3,5.8,5.5,5.9
Lẩu vịt Trần Bình,9.0,9.0,9.0,7.0,8.0,8.4
Bà Mầm - Bún Riêu,8.0,8.5,7.2,8.2,8.2,8.0
Bami Bread - Tây Sơn,7.1,6.8,7.0,6.7,6.6,6.8
Chè Sầu Thể Giao - Thái Hà,8.0,9.0,9.0,9.0,10.0,9.0
